full_text
Kaleidoskop 2022: Gebrakan Padat Karya dan Destinasi Wisata Baru Dongkrak Pertumbuhan Ekonomi Surabaya: Fokus Anggaran Pendapatan Belanja Daerah (APBD) Kota Surabaya 2022 salah satunya adalah pemulihan ekonomi akibat pandemi Covid-19.  baca selengkapnya… https://t.co/JwGNUWwSjJ
"#Repost @djpl_ksutgperak  Halo #Kawanlaut, Pelabuhan Tanjung Perak kembali kedatangan lagi kapal pesiar setelah dua tahun absen karena pandemi Covid-19. Kali ini kapal berbendera Norwegia MV Viking Mars berkesempatan mengunjungi Kota Pahlawan Surabaya, Jumat (09/12). https://t.co/P4b1J941U7"
"#5 Kabupaten/Kota dengan Kasus Covid-19 Tertinggi di Jawa Timur, Kota Surabaya Berada di Urutan Pertama - Malang Network - Malang Network #Covid #Covid19 https://t.co/MuWYYKooCu"
Angka kasus COVID-19 di Kabupaten Malang kembali meninggi berada di urutan kedua kasus aktif COVID-19 setelah Kota Surabaya dengan 621 kasus. Utk itu prokes akan kembali digalakkan apabila kasus terus meninggi.    #PatuhiProkesHindariCovid https://t.co/pWx50iYK5Z
"Pemerintah Kota Surabaya terus berupaya menggenjot capaian pemberian vaksin booster untuk menangani penyebaran Covid-19. Saat ini di Surabaya, penyuntikan vaksin booster ke-2 untuk tenaga kesehatan sudah mencapai 92 persen. https://t.co/ns6OyEyJew https://t.co/ApxuuUYTwL"
"@HudanMuksin @elizabethlisa76 @KemenkesRI @GratisTerbaik @MprAldo Sepupu meninggal okt 2020 positif covid di rmh sakit khusus covid di surabaya, SOP perawatannya adalah yg dikhawatirkan berbahaya oleh mendiang dr. lois...   Knp dari IDI tdk terlihat kejar treatment yg presisi, minim risk...?  Sy cm percaya 1 dokter senior di kota saya... 😃"
"Yuk warga Malang nurut.🙏#TangkalCovidDenganProkes Berdasarkan data Satgas Cvd19 Jawa Timur, tercatat 689 kasus aktif Covid-19 di Kota Surabaya hingga 17 November 2022. Sementara Kabupaten Malang mencatat 190 kasus aktif dan Gresik 159 kasus aktif. ... https://t.co/yiOh1MUhSr https://t.co/RoXXvyXAQp"
"SR, Surabaya - Pemerintah Kota (Pemkot) Surabaya semakin menggencarkan pelaksanaan vaksinasi booster (dosis 3) untuk mengantisipasi puncak COVID-19 yang diprediksi akan meningkat pada awal Desember 2022. #Ericahyadi #pemkotsurabaya #Vaksincovid19  https://t.co/YMgHkugBws https://t.co/UVVGp9doqk"
"Kasus harian Covid-19 di Jawa timur kembali mengalami peningkatan, tercatat ada 600 kasus perhari, kota dan kabupaten Malang masih menjadi yang tertinggi dalam jumlah kasus Covid-19 di Jawa timur,di susul kota Surabaya, gubernur Jawa timur minta warga Jatim lebih disiplin prokes"
"Adanya pelonggaran besar-besaran kegiatan warga Jawa timur, menjadi salah satu penyebab utama terjadinya lonjakan kasus baru Covid-19 di Jawa timur, kabupaten dan kota Malang masih menjadi yang tertinggi dalam jumlah kasus Covid-19 di Jawa timur,di susul kota Surabaya."
"kami ready ambulance wilayah surabaya sidoarjo gresik kami mempunyai unit vvip dan biasa melayani : antar jemput pasien/jenazah , pasien control, covid,event, petimati, formalin, cargo jenazah siap luar kota&amp dalam kota bila ada yg butuh bisa dm lgsng ke ig : @arief_railfans_d8 https://t.co/WCGWbiXFFF"
Wali Kota Eri Cahyadi menyebut kasus COVID-19 Subvarian Omicron XBB di Surabaya berada di urutan kedua di Indonesia. Posisi Surabaya berada di bawah Jakarta.  via @detik_jatim https://t.co/lyMQ525VOy
Wali Kota Eri Cahyadi menyebut kasus COVID-19 Subvarian Omicron XBB di Surabaya berada di urutan kedua di Indonesia. Posisi Surabaya berada di bawah Jakarta. https://t.co/2GiW4kytqE
"Breaking news  Indonesia mengkonfirmasi adanya 48 warganya yang terkonfirmasi positif Covid-19 varian omicron XBB, terbanyak ada di kota Surabaya,DKI Jakarta waspadai lonjakan kasus baru Covid-19 yang di picu dengan adanya varian baru XBB dan XBB.1. di Indonesia."
"Pemerintah Kota Surabaya mencatat 500 warga Surabaya, terpapar Covid-19 Omicron subvarian baru.  #merahputihcom #Surabaya #COVID19 #Omicron #SubvarianBaru   https://t.co/CyUftrpGff"
"Waspada! Kasus COVID-19 subvarian Omicron XBB terjadi lonjakan. Wali Kota Surabaya, Eri Cahyadi menyebut ada 500 warga Kota Pahlawan positif COVID-19.  via @detik_jatim https://t.co/ndGWy8z6su"
"Kasus COVID-19 subvarian Omicron XBB terjadi lonjakan. Wali Kota Surabaya, Eri Cahyadi menyebut ada 500 warga Kota Pahlawan positif COVID-19. https://t.co/oVIVJsIuOe"
"Kasus COVID-19 subvarian Omicron XBB terjadi lonjakan. Wali Kota Surabaya, Eri Cahyadi menyebut ada 500 warga Kota Pahlawan positif COVID-19. https://t.co/oVIVJsZxQe"
"Dua Tahun Vakum, Parade Surabaya Juang Berlangsung Semarak.  Surabaya (https://t.co/ksziGGp1k3) – Setelah dua tahun vakum imbas pandemi Covid-19, ribuan masyarakat di Kota Pahlawan tampak… https://t.co/Q4HPT9HSw6 #PolitikPemerintahan #10November #haripahawan via @beritajatimcom"
"@is_pelssy @indralesmana Oh iya gegara kena covid kemarin beberapa kota batal dan belum di infokan kapan diadakan Tapi ndak ada Ambon sih 😁 Adanya tinggal jogja, Bali (lupa lokasinya) ama Surabaya"
"Kepala Dinkes Surabaya Nanik Sukristina mengungkapkan, hingga 26 Oktober 2022, jumlah kasus Covid - 19 varian XBB di Kota Surabaya tercatat satu kasus. Dan saat ini pasien dinyatakan sembuh Oktober 2022 beserta kontak eratnya. Pandemi belum selesai . #WajibPatuhiProtokes https://t.co/dmQuyvYu51"""
"Dinas kesehatan kota Surabaya mendeteksi adanya kasus pertama virus omicron varian XBB, pasien positif Covid-19 varian omicron XBB,di duga tertular oleh pasien positif Covid-19 varian omicron XBB, ketika yang bersangkutan berada di Singapura, dan sekarang masih isolasi mandiri."
"Breaking news. Satu warga kota Surabaya yang terkonfirmasi positif Covid-19 varian omicron XBB di nyatakan telah sembuh, setelah sempat kritis dan harus menjalani perawatan intensif di RSUD Dr Soetomo Surabaya.walikota Surabaya minta warga kota Surabaya lebih disiplin prokes."
COVID-19 Subvarian XBB sudah masuk di Kota Surabaya. Berikut sederet faktanya!  via @detik_jatim https://t.co/YPlUbWG66k
"Jumlah kasus COVID-19 varian XBB di Kota Surabaya sebanyak 1 kasus yang terkonfirmasi pada bulan September 2022, dan pasien dinyatakan sembuh. #publisherstory #beritaanaksurabaya https://t.co/eiWxks12BS"
Wali Kota Surabaya Eri Cahyadi menyatakan virus COVID-19 subvarian XBB sudah masuk Kota Pahlawan. Pasien diketahui dirawat beberapa hari di RS dan sembuh.  via @detik_jatim https://t.co/7thiBx8ut0
"Walikota Surabaya membenarkan adanya seorang wanita yang merupakan warga kota Surabaya, terkonfirmasi positif Covid-19 varian omicron XBB,dan saat ini telah di bawa ke RSUD Dr Soetomo Surabaya, untuk mendapatkan perawatan intensif, walikota Surabaya minta warga disiplin prokes"
"Walikota Surabaya membenarkan bahwa ada satu warga kota Surabaya yang terkonfirmasi positif Covid-19 varian omicron XBB, di duga yang bersangkutan baru saja pulang dari Singapura yang merupakan salah satu negara paling parah terpapar wabah Covid-19 varian omicron XBB."
Wali Kota Surabaya Sebut 1 Pasien Covid-19 Varian XBB Bukan Warganya https://t.co/VYOTiLzvFu
Wali Kota Eri Cahyadi menyatakan virus COVID-19 subvarian XBB sudah masuk Kota Surabaya. RS di Surabaya pun mengantisipasi subvarian baru tersebut.  via @detik_jatim https://t.co/KlFvQMeu7i
"Wali Kota Eri pastikan satu pasien yang terkena Covid-19 Omicron XBB yang dirawat di National Hospital, bukan warga Surabaya #Covid-19 https://t.co/PEau2ZtsnO"
Kasus Covid-19 Varian XBB Ditemukan di Surabaya.  Surabaya (https://t.co/ksziGGp1k3) – Wali Kota Eri Cahyadi menyatakan kasus Covid-19 varian baru XBB ditemukan di Surabaya. Pasien yang… https://t.co/mbGIGbAwpI #PendidikanKesehatan #Covid19varianbaru via @beritajatimcom
"Virus COVID-19 varian baru, yang dikenal dengan istilah COVID-19 varian XBB telah masuk kota Surabaya. #publisherstory #beritaanaksurabaya https://t.co/jCDrSqwGtX"
"Covid-19 Varian XBB Masuk Surabaya, Wali Kota Minta Warga Tetap Tenang https://t.co/61VXpOYD7u"
Kabar adanya pasien COVID-19 varian XBB tersebut dikonfirmasi Wali Kota Surabaya Eri Cahyadi. #kumparanNEWS https://t.co/XmBMBySK9p
"Ajang bergengsi Asean Mayors Forum (AMF) di Kota Surabaya, menjadi momen penting bagi Wali Kota Gorontalo Marten Taha.  Karena sukses memaparkan berbagai keberhasilan Pemerintah Kota Gorontalo dalam memajukan daerah meski di tengah pandemi Covid-19 menuju New Normal. https://t.co/iAKi9SY4Ub"
Di hadapan para Wali Kota yang tergabung dalam ASEAN Mayors Forum (AMF) 2022 yang berlangsung di Surabaya Jawa Timur saya memaparkan keberhasilan Pemkot Gorontalo di dalam menghadapi Pandemi Covid-19 #amf #martentaha #gorontalo https://t.co/2l2EYJQ1R0
"Wakil Wali Kota Surabaya, Armuji menghimbau masyarakat untuk membuka kembali portal atau akses keluar masuk antar kampung saat pandemi Covid-19. Apalagi belakangan ini, menimbulkan permasalahan bagi warga Surabaya."
"12 Jadwal dan Lokasi Vaksin Pfizer Hari Ini di Surabaya.  Surabaya (https://t.co/ksziGGp1k3) – Pemerintah masih membuka layanan vaksin Covid-19 di sejumlah tempat termasuk kota Surabaya pada hari ini, Sabtu,… https://t.co/BdcsIPEbWp #Ragam #Covid19 #jadwal #Surabaya #vaksin"
"@RomziTrilaksana @msaid_didu Sebelum covid saya sudah sering menggunakan penerbangan dr Kertajati-Pekanbaru, Kertajati-Banjarmasin, Kertajati-Surabaya dan beberapa kota lainnya tujuan busines. Apakah anda pernah menggunakannya? https://t.co/wlOIlQdwpy"
"@madebytgf @Gayoungkimi @karimnas_ Meskipun masih panas n wajar juga karna deket pantai tapi rapi heheheh apalagi Kota Lama yahh sekarang udah digeber apalagi pas Covid justru makin Shining, bahkan Surabaya pun udah kalah saing ama Semarang"
@LintangNamirah @AwangSancaka @YRuhiyat3 @ABJ_aseli @Novelis11 @enrithea @LindaSaibi3 @Uki23 siapa yg ngeles GOBLOK. Kalo lu mau bandingin efek covid terhadap ekonomi ya lu bandingin Jkt sama surabaya misalnya. Sama2 kota besar. Masa bandingin Jkt sama kampung. Betina TOLOL lu
